# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Macrococcus armenti	2875764	bacteria	2230128	ncbi	automatic
Blautia fusiformis	2881264	bacteria	3475223	ncbi	automatic
Corynebacterium uberis	2883169	bacteria	2531463	ncbi	automatic
Furfurilactobacillus milii	2888272	bacteria	2577065	ncbi	automatic
Yersinia artesiana	2890315	bacteria	4503344	ncbi	automatic
Yersinia proxima	2890316	bacteria	4611536	ncbi	automatic
Yersinia alsatica	2890317	bacteria	4874593	ncbi	automatic
Yersinia vastinensis	2890318	bacteria	4540093	ncbi	automatic
Yersinia thracica	2890319	bacteria	4363358	ncbi	automatic
Fructobacillus cardui	2893170	bacteria	1561090	ncbi	automatic
Citrobacter meridianamericanus	2894201	bacteria	5788963	ncbi	automatic
Peribacillus castrilensis	2897690	bacteria	5644310	ncbi	automatic
Merdimmobilis hominis	2897707	bacteria	2509656	ncbi	automatic
Pseudomonas petroselini	2899822	bacteria	6917954	ncbi	automatic
Flavobacterium covae	2906076	bacteria	3316295	ncbi	automatic
Pseudomonas petrae	2912190	bacteria	5842743	ncbi	automatic
Staphylococcus shinii	2912228	bacteria	3043807	ncbi	automatic
Corynebacterium marquesiae	2913503	bacteria	2316190	ncbi	automatic
Prevotella communis	2913614	bacteria	3556110	ncbi	automatic
Gardnerella pickettii	2914924	bacteria	1559034	ncbi	automatic
Gardnerella greenwoodii	2914925	bacteria	1511164	ncbi	automatic
Wielerella bovis	2917790	bacteria	2323678	ncbi	automatic
Providencia manganoxydans	2923283	bacteria	4742979	ncbi	automatic
Akkermansia massiliensis	2927224	bacteria	3125827	ncbi	automatic
Aspergillus neotritici	2932460	eukaryota,fungi	28437971	ncbi	automatic
Ornithinimicrobium faecis	2934158	bacteria	4642417	ncbi	automatic
Ornithinimicrobium cryptoxanthini	2934161	bacteria	3810895	ncbi	automatic
Halocatena marina	2934937	archaea	5202119	ncbi	automatic
Parabacteroides leei	2939491	bacteria	6518489	ncbi	automatic
Acinetobacter amyesii	2942470	bacteria	3433877	ncbi	automatic
Pseudomonas idahonensis	2942628	bacteria	6760407	ncbi	automatic
Oxalobacter aliiformigenes	2946593	bacteria	2272733	ncbi	automatic
Snodgrassella communis	2946699	bacteria	2405731	ncbi	automatic
Leptospira soteropolitanensis	2950025	bacteria	4144864	ncbi	automatic
Ralstonia mojiangensis	2953895	bacteria	5560865	ncbi	automatic
Pseudomonas triclosanedens	2961893	bacteria	6371903	ncbi	automatic
Pseudomonas nunensis	2961896	bacteria	7274480	ncbi	automatic
Mycoplasma bradburyae	2963128	bacteria	974306	ncbi	automatic
Stenotrophomonas muris	2963283	bacteria	4551996	ncbi	automatic
Stutzerimonas degradans	2968968	bacteria	3904407	ncbi	automatic
Stutzerimonas frequens	2968969	bacteria	4572386	ncbi	automatic
Azospirillum argentinense	2970906	bacteria	7388231	ncbi	automatic
Commensalibacter communis	2972786	bacteria	2510423	ncbi	automatic
Campylobacter felis	2974565	bacteria	1667363	ncbi	automatic
Aerococcus loyolae	2976809	bacteria	1974672	ncbi	automatic
Aerococcus mictus	2976810	bacteria	2092381	ncbi	automatic
Burkholderia orbicola	2978683	bacteria	7737722	ncbi	automatic
Gallintestinimicrobium propionicum	2981770	bacteria	3633333	ncbi	automatic
Dorea amylophila	2981789	bacteria	3241581	ncbi	automatic
Roseburia amylophila	2981794	bacteria	3045998	ncbi	automatic
Candidatus Phytoplasma fabacearum	2982628	bacteria	587437	ncbi	automatic
Bradyrhizobium barranii	2992140	bacteria	10555497	ncbi	automatic
Pseudomonas paraeruginosa	2994495	bacteria	6372616	ncbi	automatic
Alcaligenes nematophilus	2994643	bacteria	4195215	ncbi	automatic
Dellaglioa carnosa	2995136	bacteria	1617096	ncbi	automatic
Pseudomonas quebecensis	2995174	bacteria	5625901	ncbi	automatic
Pseudomonas lijiangensis	2995658	bacteria	5827564	ncbi	automatic
Enterobacter pseudoroggenkampii	2996112	bacteria	4840271	ncbi	automatic
Lysinibacillus irui	2998077	bacteria	4626002	ncbi	automatic
Paecilomyces lecythidis	3004212	eukaryota,fungi	31857897	ncbi	automatic
Rhizobium brockwellii	3019932	bacteria	7265395	ncbi	automatic
Rhizobium johnstonii	3019933	bacteria	7645927	ncbi	automatic
Rhizobium beringeri	3019934	bacteria	7577506	ncbi	automatic
Serratia sarumanii	3020826	bacteria	5196196	ncbi	automatic
Allorhizobium ampelinum	3025782	bacteria	5983116	ncbi	automatic
Campylobacter magnus	3026462	bacteria	1666968	ncbi	automatic
Claveliimonas bilis	3028070	bacteria	3127627	ncbi	automatic
Enterobacter pasteurii	3029761	bacteria	4815634	ncbi	automatic
Faecalibacterium taiwanense	3030638	bacteria	2886416	ncbi	automatic
Providencia hangzhouensis	3031799	bacteria	4716110	ncbi	automatic
Enterococcus entomosocium	3034352	bacteria	3793192	ncbi	automatic
Enterococcus spodopteracolus	3034501	bacteria	2952705	ncbi	automatic
Candidatus Lucifugimonas marina	3038979	bacteria	3088000	ncbi	automatic
Flavobacterium yafengii	3041253	bacteria	3921551	ncbi	automatic
Mycoplasma phocimorsus	3045839	bacteria	754148	ncbi	automatic
Xanthomonas rydalmerensis	3046274	bacteria	5041857	ncbi	automatic
Mimivirus bradfordmassiliense	3047343	virus	1181549	ncbi	automatic
Mardivirus anatidalpha1	3049524	virus	160368	ncbi	automatic
Lelliottia wanjuensis	3050585	bacteria	5154203	ncbi	automatic
Corynebacterium guaraldiae	3051103	bacteria	2694850	ncbi	automatic
Demequina lignilytica	3051663	bacteria	2868172	ncbi	automatic
Ralstonia thomasii	3058596	bacteria	4974404	ncbi	automatic
Fructobacillus evanidus	3064281	bacteria	1684682	ncbi	automatic
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	bacteria	1479088	ncbi	automatic
Candidatus Akkermansia timonensis	3068329	bacteria	3208729	ncbi	automatic
Mesorhizobium captivum	3072319	bacteria	7239614	ncbi	automatic
Aerococcus tenax	3078812	bacteria	1983163	ncbi	automatic
Burkholderia anthinoferrum	3090833	bacteria	7535096	ncbi	automatic
Scandinavium lactucae	3095028	bacteria	4743540	ncbi	automatic
Mannheimia indoligenes	3103145	bacteria	2239137	ncbi	automatic
Dolosigranulum savutiense	3110288	bacteria	2030072	ncbi	automatic
Wolbachia endosymbiont of Ixodiphagus brunneus	3118275	bacteria	795273	ncbi	automatic
Limosilactobacillus allomucosae	3142938	bacteria	2346755	ncbi	automatic
Nitrospirillum viridazoti	3144925	bacteria	7335680	ncbi	automatic
Campylobacter devanensis	3161138	bacteria	1621429	ncbi	automatic
Laspinema olomoucense	3231600	bacteria	7050917	ncbi	automatic
Curtobacterium aurantiacum	3236919	bacteria	3720419	ncbi	automatic
Mastadenovirus porcustertium	3241441	virus	34094	ncbi	automatic
Actinobacillus lignieresii	720	bacteria	2263166	atb	Average assembly size of 513 AllTheBacteria samples
Acetivibrio clariflavus	288965	bacteria	4746224	atb	Average assembly size of 9 AllTheBacteria samples
Acididesulfobacillus acetoxydans	1561005	bacteria	4424210	atb	Average assembly size of 5 AllTheBacteria samples
Acinetobacter geminorum	2730922	bacteria	3896789	atb	Average assembly size of 26 AllTheBacteria samples
Adlercreutzia hattorii	2707299	bacteria	2628212	atb	Average assembly size of 6 AllTheBacteria samples
Agrobacterium cavarae	2528239	bacteria	4877501	atb	Average assembly size of 6 AllTheBacteria samples
Aeromonas piscicola	600645	bacteria	5086923	atb	Average assembly size of 7 AllTheBacteria samples
Alexandriicola marinus	2081710	bacteria	4645876	atb	Average assembly size of 15 AllTheBacteria samples
Alcaligenes ammonioxydans	2582914	bacteria	3707823	atb	Average assembly size of 8 AllTheBacteria samples
Aliivibrio wodanis	80852	bacteria	4595603	atb	Average assembly size of 44 AllTheBacteria samples
Apilactobacillus waqarii	2851006	bacteria	1635044	atb	Average assembly size of 11 AllTheBacteria samples
Bacteroides congonensis	1871006	bacteria	6431205	atb	Average assembly size of 13 AllTheBacteria samples
Bifidobacterium apri	1769423	bacteria	2815059	atb	Average assembly size of 11 AllTheBacteria samples
Bartonella kosoyi	2133959	bacteria	2289500	atb	Average assembly size of 12 AllTheBacteria samples
Bifidobacterium reuteri	983706	bacteria	2741385	atb	Average assembly size of 11 AllTheBacteria samples
Bifidobacterium castoris	2306972	bacteria	2282464	atb	Average assembly size of 37 AllTheBacteria samples
Borreliella spielmanii	88916	bacteria	1278639	atb	Average assembly size of 8 AllTheBacteria samples
Bradyrhizobium diversitatis	2755406	bacteria	8463152	atb	Average assembly size of 6 AllTheBacteria samples
Bradyrhizobium centrosematis	1300039	bacteria	7598170	atb	Average assembly size of 6 AllTheBacteria samples
Caballeronia jiangsuensis	1458357	bacteria	8460872	atb	Average assembly size of 5 AllTheBacteria samples
Caldicellulosiruptor obsidiansis	717609	bacteria	2466651	atb	Average assembly size of 8 AllTheBacteria samples
Buttiauxella massiliensis	2831590	bacteria	4953351	atb	Average assembly size of 10 AllTheBacteria samples
Capnocytophaga felis	2267611	bacteria	2922861	atb	Average assembly size of 7 AllTheBacteria samples
Capnocytophaga leadbetteri	327575	bacteria	2304867	atb	Average assembly size of 5 AllTheBacteria samples
Clostridium cagae	2080751	bacteria	3871422	atb	Average assembly size of 107 AllTheBacteria samples
Corynebacterium sphenisci	191493	bacteria	2568057	atb	Average assembly size of 16 AllTheBacteria samples
Corynebacterium haemomassiliense	2754726	bacteria	2510821	atb	Average assembly size of 7 AllTheBacteria samples
Corynebacterium spheniscorum	185761	bacteria	2532217	atb	Average assembly size of 33 AllTheBacteria samples
Desulfovibrio fairfieldensis	44742	bacteria	3267628	atb	Average assembly size of 7 AllTheBacteria samples
Dermacoccus abyssi	322596	bacteria	3124019	atb	Average assembly size of 5 AllTheBacteria samples
Eikenella exigua	2528037	bacteria	1932191	atb	Average assembly size of 7 AllTheBacteria samples
Duganella dendranthematis	2728021	bacteria	6555263	atb	Average assembly size of 10 AllTheBacteria samples
Enterobacter dykesii	2797506	bacteria	4752598	atb	Average assembly size of 8 AllTheBacteria samples
Erysipelothrix tonsillarum	38402	bacteria	1867449	atb	Average assembly size of 11 AllTheBacteria samples
Exiguobacterium chiriqhucha	1385984	bacteria	2961131	atb	Average assembly size of 11 AllTheBacteria samples
Exiguobacterium marinum	273528	bacteria	2753506	atb	Average assembly size of 9 AllTheBacteria samples
Flavobacterium xinjiangense	178356	bacteria	3921430	atb	Average assembly size of 7 AllTheBacteria samples
Flavobacterium urumqiense	935224	bacteria	3771486	atb	Average assembly size of 5 AllTheBacteria samples
Flavobacterium sinopsychrotolerans	604089	bacteria	3557301	atb	Average assembly size of 5 AllTheBacteria samples
Flavobacterium xueshanense	935223	bacteria	3502851	atb	Average assembly size of 9 AllTheBacteria samples
Flavobacterium piscis	1114874	bacteria	5815005	atb	Average assembly size of 46 AllTheBacteria samples
Geminisphaera colitermitum	1148786	bacteria	5514680	atb	Average assembly size of 5 AllTheBacteria samples
Globicatella sanguinis	13076	bacteria	2452324	atb	Average assembly size of 6 AllTheBacteria samples
Geobacillus icigianus	1430331	bacteria	3556026	atb	Average assembly size of 6 AllTheBacteria samples
Gulosibacter hominis	2770504	bacteria	2402601	atb	Average assembly size of 5 AllTheBacteria samples
Gluconobacter cadivus	2728101	bacteria	3316773	atb	Average assembly size of 5 AllTheBacteria samples
Gluconobacter potus	2724927	bacteria	3436938	atb	Average assembly size of 5 AllTheBacteria samples
Gemmata obscuriglobus	114	bacteria	8680034	atb	Average assembly size of 41 AllTheBacteria samples
Haemophilus seminalis	2582921	bacteria	1907167	atb	Average assembly size of 67 AllTheBacteria samples
Klebsiella electrica	1259973	bacteria	5596760	atb	Average assembly size of 8 AllTheBacteria samples
Kineococcus radiotolerans	131568	bacteria	4089900	atb	Average assembly size of 43 AllTheBacteria samples
Kluyvera sichuanensis	2725494	bacteria	5245560	atb	Average assembly size of 6 AllTheBacteria samples
Limosilactobacillus gastricus	227942	bacteria	1898051	atb	Average assembly size of 7 AllTheBacteria samples
Listeria valentina	2705293	bacteria	2789755	atb	Average assembly size of 6 AllTheBacteria samples
Mesorhizobium jarvisii	1777867	bacteria	7082939	atb	Average assembly size of 5 AllTheBacteria samples
Megasphaera stantonii	2144175	bacteria	2547467	atb	Average assembly size of 6 AllTheBacteria samples
Methylobacterium bullatum	570505	bacteria	6237615	atb	Average assembly size of 6 AllTheBacteria samples
Mesorhizobium wenxiniae	2014805	bacteria	3457998	atb	Average assembly size of 8 AllTheBacteria samples
Mesorhizobium plurifarium	69974	bacteria	4256671	atb	Average assembly size of 5 AllTheBacteria samples
Modestobacter caceresii	1522368	bacteria	4808657	atb	Average assembly size of 5 AllTheBacteria samples
Mycobacterium basiliense	2094119	bacteria	5454204	atb	Average assembly size of 6 AllTheBacteria samples
Mycobacterium attenuatum	2341086	bacteria	6488659	atb	Average assembly size of 20 AllTheBacteria samples
Mycobacterium genavense	36812	bacteria	4887248	atb	Average assembly size of 51 AllTheBacteria samples
Mycobacterium pseudokansasii	2341080	bacteria	6191995	atb	Average assembly size of 58 AllTheBacteria samples
Mycobacterium innocens	2341083	bacteria	4806634	atb	Average assembly size of 9 AllTheBacteria samples
Mycobacterium ostraviense	2738409	bacteria	5636844	atb	Average assembly size of 16 AllTheBacteria samples
Mycobacterium szulgai	1787	bacteria	6906516	atb	Average assembly size of 5 AllTheBacteria samples
Mycobacterium lentiflavum	141349	bacteria	6446551	atb	Average assembly size of 9 AllTheBacteria samples
Mycobacterium saskatchewanense	220927	bacteria	6301938	atb	Average assembly size of 20 AllTheBacteria samples
Mycobacterium parascrofulaceum	240125	bacteria	5813293	atb	Average assembly size of 6 AllTheBacteria samples
Mycobacterium lehmannii	2048550	bacteria	6119385	atb	Average assembly size of 5 AllTheBacteria samples
Mycobacterium syngnathidarum	1908205	bacteria	6192645	atb	Average assembly size of 7 AllTheBacteria samples
Neisseria musculi	1815583	bacteria	2859198	atb	Average assembly size of 6 AllTheBacteria samples
Necropsobacter rosorum	908285	bacteria	2484116	atb	Average assembly size of 5 AllTheBacteria samples
Neisseria flava	34026	bacteria	2477976	atb	Average assembly size of 8 AllTheBacteria samples
Novosphingobium capsulatum	13688	bacteria	5035472	atb	Average assembly size of 48 AllTheBacteria samples
Novosphingobium lindaniclasticum	1329895	bacteria	4775752	atb	Average assembly size of 22 AllTheBacteria samples
Oerskovia rustica	2762237	bacteria	4365209	atb	Average assembly size of 5 AllTheBacteria samples
Nocardia elegans	300029	bacteria	7562231	atb	Average assembly size of 5 AllTheBacteria samples
Pandoraea commovens	2508289	bacteria	6012449	atb	Average assembly size of 18 AllTheBacteria samples
Oliverpabstia intestinalis	2606633	bacteria	3241965	atb	Average assembly size of 10 AllTheBacteria samples
Oleidesulfovibrio alaskensis	58180	bacteria	3667465	atb	Average assembly size of 13 AllTheBacteria samples
Paenibacillus phytohabitans	2654978	bacteria	8222768	atb	Average assembly size of 6 AllTheBacteria samples
Paenibacillus silagei	1670801	bacteria	7678141	atb	Average assembly size of 10 AllTheBacteria samples
Paraclostridium dentum	2662455	bacteria	3569356	atb	Average assembly size of 20 AllTheBacteria samples
Paraburkholderia tuberum	157910	bacteria	8223922	atb	Average assembly size of 9 AllTheBacteria samples
Phocaeicola intestinalis	2762212	bacteria	4219643	atb	Average assembly size of 12 AllTheBacteria samples
Plantibacter cousiniae	199709	bacteria	4015212	atb	Average assembly size of 5 AllTheBacteria samples
Phytobacter ursingii	1972431	bacteria	5889309	atb	Average assembly size of 39 AllTheBacteria samples
Pseudoalteromonas atlantica	288	bacteria	4528209	atb	Average assembly size of 29 AllTheBacteria samples
Pseudomonas pseudonitroreducens	2892326	bacteria	6339709	atb	Average assembly size of 15 AllTheBacteria samples
Pseudocitrobacter corydidari	2891570	bacteria	5493385	atb	Average assembly size of 16 AllTheBacteria samples
Pseudocitrobacter faecalis	1398493	bacteria	5183913	atb	Average assembly size of 5 AllTheBacteria samples
Pseudoalteromonas rhizosphaerae	2518973	bacteria	5142138	atb	Average assembly size of 20 AllTheBacteria samples
Psychrobacillus psychrotolerans	126156	bacteria	3979233	atb	Average assembly size of 5 AllTheBacteria samples
Psychrobacillus psychrodurans	126157	bacteria	4104951	atb	Average assembly size of 6 AllTheBacteria samples
Rathayibacter agropyri	1634927	bacteria	3170493	atb	Average assembly size of 10 AllTheBacteria samples
Renibacterium salmoninarum	1646	bacteria	3077203	atb	Average assembly size of 42 AllTheBacteria samples
Psychrobacter glaciei	619771	bacteria	3854985	atb	Average assembly size of 7 AllTheBacteria samples
Psychrobacter aquimaris	292733	bacteria	3397359	atb	Average assembly size of 7 AllTheBacteria samples
Rhodovastum atsumiense	504468	bacteria	7171015	atb	Average assembly size of 9 AllTheBacteria samples
Rhizobium dioscoreae	2653122	bacteria	7050439	atb	Average assembly size of 7 AllTheBacteria samples
Rhizobium acidisoli	1538158	bacteria	7033703	atb	Average assembly size of 6 AllTheBacteria samples
Schaedlerella arabinosiphila	2044587	bacteria	6518404	atb	Average assembly size of 9 AllTheBacteria samples
Rubneribacter badeniensis	2070688	bacteria	3461714	atb	Average assembly size of 10 AllTheBacteria samples
Saccharomonospora viridis	1852	bacteria	4295651	atb	Average assembly size of 5 AllTheBacteria samples
Shewanella oncorhynchi	2726434	bacteria	5083301	atb	Average assembly size of 75 AllTheBacteria samples
Solibacillus silvestris	76853	bacteria	3977488	atb	Average assembly size of 5 AllTheBacteria samples
Simonsiella muelleri	72	bacteria	2305176	atb	Average assembly size of 6 AllTheBacteria samples
Sodalis glossinidius	63612	bacteria	4039521	atb	Average assembly size of 7 AllTheBacteria samples
Shewanella vesiculosa	518738	bacteria	4765978	atb	Average assembly size of 6 AllTheBacteria samples
Sphingomonas aquatilis	93063	bacteria	4058455	atb	Average assembly size of 8 AllTheBacteria samples
Sporosarcina newyorkensis	759851	bacteria	3558888	atb	Average assembly size of 5 AllTheBacteria samples
Staphylococcus debuckii	2044912	bacteria	2653628	atb	Average assembly size of 6 AllTheBacteria samples
Staphylococcus singaporensis	2742142	bacteria	2786460	atb	Average assembly size of 7 AllTheBacteria samples
Staphylococcus caledonicus	2741333	bacteria	2436516	atb	Average assembly size of 9 AllTheBacteria samples
Staphylococcus caeli	2201815	bacteria	2679702	atb	Average assembly size of 6 AllTheBacteria samples
Streptococcus hyovaginalis	149015	bacteria	2023741	atb	Average assembly size of 16 AllTheBacteria samples
Streptococcus caballi	439220	bacteria	2181936	atb	Average assembly size of 5 AllTheBacteria samples
Streptococcus hyointestinalis	1337	bacteria	2178923	atb	Average assembly size of 9 AllTheBacteria samples
Streptococcus ilei	1156431	bacteria	1976395	atb	Average assembly size of 6 AllTheBacteria samples
Streptococcus chosunense	2707003	bacteria	1956544	atb	Average assembly size of 10 AllTheBacteria samples
Streptococcus phocae	119224	bacteria	1767691	atb	Average assembly size of 8 AllTheBacteria samples
Streptococcus porci	502567	bacteria	2265532	atb	Average assembly size of 8 AllTheBacteria samples
Streptococcus orisratti	114652	bacteria	2399630	atb	Average assembly size of 36 AllTheBacteria samples
Streptococcus symci	2588991	bacteria	2028638	atb	Average assembly size of 33 AllTheBacteria samples
Streptococcus shenyangsis	2589786	bacteria	2061694	atb	Average assembly size of 9 AllTheBacteria samples
